Short/abusalem.tst,A,7
Short/arnold.tst,C,1
Short/arr.tst,A,100000
Short/branchTo.tst,A,100000
Short/bug_732.tst,A,100000
Short/bug_OrdSgn.tst,A,100000
Short/bug_apply.tst,A,100000
Short/bug_arr.tst,A,4000
Short/bug_bucket.tst,A,100000
Short/bug_content.tst,A,100000
Short/bug_curvepar.tst,A,2857
Short/bug_division_2.tst,A,100000
Short/bug_dump.tst,A,100000
Short/bug_ecart.tst,A,100000
Short/bug_genus_etc.tst,A,46
Short/bug_heuristic.tst,A,4
Short/bug_hilb.tst,A,116
Short/bug_imap_alg.tst,A,132
Short/bug_liftstd2.tst,A,20000
Short/bug_liftstd4.tst,A,100000
Short/bug_liftstd5.tst,A,100000
Short/bug_mem_Z.tst,A,100000
Short/bug_minpoly.tst,A,100000
Short/bug_minpoly2.tst,A,10000
Short/bug_minpoly_frac.tst,A,100000
Short/bug_misc.tst,A,100000
Short/bug_mod.tst,A,100000
Short/bug_mpresmat.tst,A,100000
Short/bug_naGreater.tst,A,100000
Short/bug_newstruct.tst,A,100000
Short/bug_newstruct3.tst,A,100000
Short/bug_newstruct4.tst,A,100000
Short/bug_newstruct5.tst,A,100000
Short/bug_newstruct6.tst,A,3333
Short/bug_normalize.tst,A,100000
Short/bug_opposite.tst,A,100000
Short/bug_orderM.tst,A,100000
Short/bug_paraplanecurve.tst,A,1538
Short/bug_pr1249.tst,A,100000
Short/bug_pr1252.tst,A,3333
Short/bug_prim.tst,A,125
Short/bug_printres.tst,A,100000
Short/bug_qring2.tst,A,17
Short/bug_ring.tst,A,100000
Short/bug_ring_red.tst,A,20000
Short/bug_ringlist.tst,A,100000
Short/bug_ringlist_M.tst,A,100000
Short/bug_sca.tst,A,20000
Short/bug_sheafcoh.tst,A,2857
Short/bug_slimsyz.tst,A,100000
Short/bug_solve.tst,A,4000
Short/bug_ssi_algring.tst,A,100000
Short/bug_ssi_attr.tst,A,100000
Short/bug_subst.tst,A,100000
Short/bug_tr237.tst,A,20000
Short/bug_tr276.tst,C,1
Short/bug_tr339.tst,A,20000
Short/bug_tr393.tst,A,100000
Short/bug_tr488.tst,B,100000
Short/bug_tr501.tst,A,5000
Short/bug_tr559.tst,A,100000
Short/bug_tr587.tst,A,100000
Short/bug_tr599.tst,A,100000
Short/bug_tr604.tst,A,217
Short/bug_tr627.tst,A,100000
Short/bug_tr630.tst,A,100000
Short/bug_tr634.tst,A,67
Short/bug_tr640.tst,A,281
Short/bug_tr641.tst,A,232
Short/bug_tr650.tst,A,100000
Short/bug_tr657.tst,A,833
Short/bug_tr659.tst,A,11
Short/bug_tr660.tst,A,243
Short/bug_tr661.tst,A,190
Short/bug_tr662.tst,A,68
Short/bug_tr664.tst,A,52
Short/bug_tr665.tst,A,74
Short/bug_tr666.tst,A,344
Short/bug_tr667.tst,A,2
Short/bug_tr668.tst,A,100000
Short/bug_tr671.tst,A,294
Short/bug_tr678_680.tst,A,44
Short/bug_tr679.tst,A,8
Short/bug_tr682.tst,A,571
Short/bug_tr686.tst,A,222
Short/bug_tr690.tst,A,20000
Short/bug_tr696.tst,A,100000
Short/bug_tr703.tst,A,100000
Short/bug_tr704.tst,A,952
Short/bug_tr707.tst,A,185
Short/bug_tr709.tst,A,357
Short/bug_tr712.tst,A,100000
Short/bug_tr719.tst,A,100000
